Height_cm,Previous_Injury_Count,Knee_Strength_Score,Hamstring_Flexibility,Reaction_Time_ms,Balance_Test_Score,Sprint_Speed_10m_s,Agility_Score,Sleep_Hours_Per_Night,Stress_Level_Score,Nutrition_Quality_Score,Warmup_Routine_Adherence,Position_Goalkeeper,Position_Midfielder
182,0,68.96034364774974,83.24937367438872,257.8605083958504,75.81326409166826,5.992152617107183,76.29413659699259,6.10608939456565,50.64451206025322,77.7999064408428,0,True,False
173,3,76.65281631676348,81.56031014740732,282.78861997889595,81.58188945103984,6.107489528741222,90.14321966361108,7.921972467083128,75.30746386433312,68.37694530349917,0,True,False
183,2,79.47785472193083,80.69188124939758,259.1898300477092,88.79664631820337,6.133046055252251,79.84648568446212,7.527361577316544,43.65377725348958,75.52023779755477,1,False,True
188,0,80.66780542783751,76.51932521320951,244.02164233540915,78.7509228835724,5.766032875155215,77.6355997081214,7.556408129744613,56.731193501607,61.58253763004328,0,False,False
165,0,80.33088045120994,87.18321687210378,227.0718886101766,91.61554353103593,6.002616868899618,71.644623440203,7.832123698174925,62.18513957240927,58.10368010673347,0,True,False
181,0,64.23984801374762,73.12438544423057,251.8732276305864,86.56159581431554,5.553020855442053,84.9224844492978,7.094677333236204,66.47469311983261,72.52399772454571,1,False,True
178,3,66.35327407671073,77.26663687034187,188.37719063622632,85.42329707292139,5.171999394679116,75.09578818716956,6.542516902062975,67.70661837605738,68.7427059835689,1,False,False
185,1,74.11228589457572,82.19530332872425,204.96946851277465,88.85833512088128,5.86921998099756,83.40468240383227,7.463049824169202,40.5644585834564,69.0399794053825,1,False,True
157,2,79.5367916596891,77.71623921725657,208.7474422495602,92.76946388012368,6.266313179817225,71.99565694998553,8.537980875525315,44.002699141502,66.84621585347259,0,True,False
177,1,74.91690175981465,85.46706717020461,232.9350691414509,91.23172211408236,5.822292564218524,75.11349291356008,7.15430086633144,48.86848084774758,86.34407912985282,0,True,False
187,1,71.77933172209515,85.98774460077979,273.6826386104547,64.77777003888266,5.754432488413265,79.16362518952278,7.485819010584431,65.7846017432349,68.97900851981724,1,False,True
176,1,83.45264874987787,91.43108516618702,247.097111105233,88.71589477668152,6.748861000826913,76.82886717457498,7.428169635076669,48.22782962533981,78.11662017552639,1,False,True
172,1,82.81023161351551,73.8783244426281,226.3764118453216,87.59189360708152,6.220212239929888,83.47382412454475,7.681028808856083,51.528529395795616,89.82474393936592,1,False,False
181,3,65.56691715599277,69.58162847557145,277.6712287890276,79.65923040878661,5.402159125664084,70.56010876911411,6.429355111649402,64.81973093561713,73.05163078579737,0,True,False
186,2,76.18289674812,72.72932671528682,261.49784951962226,81.9288032979789,5.567946912516618,72.69988984765659,7.3854224602579315,61.10503218963974,76.51729694036305,0,True,False
166,1,91.76717705178145,78.28993824944968,239.068429072972,80.59031995871322,6.359728653730681,81.55551967389886,7.480614311527324,56.989989872368334,76.96898135733686,1,False,False
186,2,67.69962605803893,68.8783370107953,258.3523356496885,88.73793392935823,5.949260873536713,80.89138616352817,7.414072295833717,61.30600666348587,72.01792452480127,0,False,False
183,0,72.74938016590964,83.2404481146597,239.58645432086203,83.22929618101657,5.485103606977049,65.4739970326651,7.1333192221313055,64.48472911038291,75.22711620981622,0,False,False
177,4,68.56701257771088,60.928158593616864,278.89379919195994,76.09745519029471,5.986472462877496,73.92206664789101,7.617376671439006,68.88523478146543,72.87358839444278,0,False,False
174,2,60.491944291139504,76.32323427002424,256.8939514659778,87.1825774911197,5.879534742028522,64.44226879546899,6.914412636918516,73.8412297689381,77.54115526799207,0,False,False
186,5,83.98405536975211,79.93804084340618,261.3239402876533,85.75307393286205,6.087820030441008,83.95219751689251,7.643565174038806,48.50721605646137,65.96749396718035,1,False,False
188,0,88.30528607816356,74.26114949125073,229.12744986646788,78.81274952165452,5.863485799813958,72.12698652046345,8.970579308510134,35.35108742118808,84.67379960962833,1,False,True
180,2,89.7561978726691,77.58852238733107,276.81165820690444,75.80519974901716,6.56183462954515,81.01766749351248,8.996381968292942,54.57412873167329,83.21235729423643,1,False,True
181,1,76.00206690087545,77.07761625058741,233.4959681559409,80.6844436491379,5.5750908203406055,79.07177270061496,6.902811154778772,40.26872915103735,76.67578069282037,0,False,False
182,3,71.43976538264637,73.24759530010257,225.2463830760655,85.93117486909861,5.894723376996568,73.20528608386239,7.215949716258175,60.794943418191735,68.38591992615727,0,False,False
193,2,66.27938405147628,67.87784670470822,251.5811392959149,78.64422964073886,5.595041320279567,79.56665925476017,7.245099125761577,67.00198037380764,67.84705469226508,0,True,False
180,1,89.07472297457409,79.91555080135475,242.37491500858337,86.38865004678838,6.247589853700497,85.93163943968719,7.251251943939422,57.85418779795255,79.41494001573336,1,False,True
171,3,84.62853829026044,85.82831264131823,278.30546154567344,83.6884672226793,6.561352799847512,61.6965089754319,8.459841384290694,48.53550559183377,81.00145450143508,1,True,False
173,0,69.59065188928832,77.51823882270678,281.4895021101176,77.00572318226583,5.901779334918208,73.52256793151845,7.769552025649167,47.429827590678585,65.63634629332034,1,True,False
165,0,70.38369858177028,87.26080049387329,232.684631636672,89.14259162444283,6.393322677741896,84.0897102302674,6.10060259245123,59.86889319151419,84.06739404383646,0,False,True
164,1,62.28398395402132,76.55276457146861,255.9127645831477,74.41791489833568,5.642132538551971,62.53008618768847,7.956598007866392,57.06678571236274,78.59806342780463,1,True,False
179,3,69.07637596209312,79.92412424044763,259.64886881623136,86.38119974064095,5.736901545777399,70.45250279604824,7.295574455161836,60.43911446810536,59.05469420455286,0,True,False
186,1,73.58927092342857,86.73978472249598,207.88438373384344,83.35891042564411,6.572901736349637,85.22755893958049,8.110846568742094,58.699944146699465,89.78371513058653,0,False,False
184,1,63.11784644133899,80.34537959287367,248.0124083697131,70.91153882710678,5.996489174911857,94.23089817234796,7.106349654489092,58.18804076375769,83.34697720787568,1,False,False
182,2,67.82324609390679,81.85046272887074,225.6558387385238,86.715529448152,5.935796009201636,77.32988243717466,6.930910556165109,62.00164687536534,64.61417434147188,0,True,False
173,2,72.45695385782552,80.23702305230258,261.14962967859884,65.63266750853481,5.820257512520536,70.48460890802671,7.112639595203399,49.153144590261824,81.24183339728106,0,False,True
174,4,73.93089683026233,85.28578381965379,261.7002594990443,84.28936629773736,6.140607800152503,69.84016013163722,7.0789256008647685,59.29094963334918,72.4028948554278,1,False,False
185,1,65.96436161648931,72.60974194900032,278.7384625626515,81.51910292597391,6.301263821192716,68.1177874278247,5.638804086504962,53.75962948242723,70.53739497219698,0,False,False
176,1,73.23160787219048,82.75242883683481,236.4861911422198,94.46386627818563,6.898227865283558,78.99623408712779,7.416124897927666,62.18733579567741,76.84145593102896,1,False,False
185,4,74.60514691050466,81.32558954401203,280.0470200586262,61.930897821220974,5.9628294657054015,72.7261601370983,7.396821511476377,66.2594691193561,74.87689188562557,0,False,False
182,3,81.16408936606203,83.48677079994602,264.1926573453474,84.03104567669924,5.466771285105525,69.85795365951536,6.798035243974873,78.21335285453597,74.37962615148248,0,True,False
172,2,68.42380021756523,72.10890612936589,257.27471195038567,79.07375640337457,5.856703133515762,75.31081465354019,6.563171641381357,70.04729387816533,52.12261992914597,0,True,False
173,1,80.6176697742329,78.54653738034926,213.7555122779686,91.48635954955084,6.084545646373949,78.94850383834338,7.75826244090603,50.60920256710944,69.70849690604905,1,False,True
191,0,73.96870809532797,66.20040483984799,230.87062497390303,73.6771713498917,6.2884491641435165,89.15354345949974,7.492373999755583,60.13083502235294,75.57789378290872,1,False,True
185,0,78.41879645263356,68.26038909578781,272.3458976441582,83.50321595597421,5.946664812305199,72.01951507801155,5.945452129897255,75.24624077397308,75.30785530330638,1,False,True
172,4,87.57321189616759,80.83459492273892,248.9026266730913,95.00744716734128,6.125503768365077,67.89744529807157,8.509680387884993,42.20189584017904,97.47467988035176,0,False,True
174,0,84.56947391291061,83.82365213984478,229.88407985937545,81.92470925041022,5.585108944355977,94.46976087935192,7.58117576579297,43.855021461126384,88.7009968302379,1,False,False
184,3,72.34959049762156,79.67809192534642,275.4632240515979,72.14652364397112,5.731633983545877,85.60226998598745,7.936662148257064,71.24308432304892,75.4453290935668,0,True,False
176,1,79.13124511744361,78.05982801065626,257.7390761670905,80.52653541882447,6.254899605541822,100.0,8.624840795626953,35.61613414674642,70.40628528815897,1,True,False
183,0,72.30431002532353,83.3003072466284,222.77818992170157,90.6088646800232,6.2126428139632495,82.01382738278828,9.330955358164776,58.42074086051998,80.40625071275801,0,False,False
177,1,79.19666129865118,87.45505334293526,277.4088641465475,90.0100162588908,6.475431963203427,75.86365365582868,8.363592302267257,45.71673311638117,74.19479454898682,1,False,False
169,3,84.04037463680125,73.01877617090764,237.46233844913027,85.4511936343234,6.02783891483652,57.0954130221552,7.521525372624038,46.96704198194388,77.27973787340208,0,False,False
182,1,74.85397385489256,74.9825441537272,249.03041395380464,78.60714420018249,5.670322840662948,67.26203860591896,7.329825683769868,60.1532318135304,69.33335012906082,1,False,False
181,2,67.29064379085169,70.72674467023869,260.3411177269828,85.3921319570617,5.591874275019599,81.3025128630898,7.676296095595296,67.20929272562721,79.00859731374157,1,False,False
185,1,75.4894831533172,76.92425561943436,245.98679431277537,82.35530830722996,5.872478289286322,73.34792869443926,8.722067810027779,52.494432858954,67.71106146725668,1,False,True
165,1,72.96400279530071,79.15511740684448,246.1756913760489,84.9232031976857,5.881227295294325,71.50875259773933,6.8638499314614245,61.45754484710066,83.39072030171508,1,False,True
172,4,71.55022911391546,70.56923961981315,241.4718142636169,74.20679683342232,5.920554167643547,73.60364828360872,7.9551619340708095,68.6899592207713,64.171705378989,0,False,False
185,3,75.50384331033396,78.93152068964562,251.252820083273,69.6217980160451,6.464698104439583,78.6860133977797,5.992216823901469,73.85681003246027,63.02065652362067,0,False,False
165,1,81.99789581052292,67.97346669005796,238.79041506331131,79.81180640407727,6.011597051289939,54.02214516782752,6.759795312270725,40.83308991932654,52.73262814710867,0,False,True
169,0,79.77967518319547,75.50035846740555,225.99619366967067,78.99497825587537,6.021661695462387,91.84410761019296,7.418964655704652,43.41365942737135,82.10664681067952,1,False,True
192,2,76.1867252225945,80.95271841276613,249.1085259439492,94.95446144891528,6.014020261692519,82.5389508129429,7.548206242768331,31.519364471890064,72.46634911705337,1,False,False
173,4,75.41169072826733,71.88812567985286,247.96248313727187,78.07574738558934,5.7745189075353744,58.983976609216185,5.951285664568526,62.79402438963484,60.79910008341742,1,False,True
186,0,77.85948821325115,79.44917381133087,212.78433053359723,91.69837549051267,5.868131109995199,81.43874433017233,6.678455166614633,44.883812375397696,68.72821610372696,1,False,True
182,3,62.8892606118728,83.38879539863785,262.4750219049098,81.68336991606975,5.900897780250964,77.52002507606583,6.741728480775334,59.71952399276243,77.1830885324806,0,False,True
178,1,75.67135419961339,80.7752296248752,250.19353687002183,93.42787466030204,5.548451547852143,70.49607997641664,7.234732387740227,50.03883366414429,74.5338919424866,1,False,False
169,0,72.1203222192223,78.92883965898764,284.515423448307,91.63523885641504,6.042790132195322,76.0170376867451,8.169913777194974,61.138582287632445,65.8541993949323,1,False,True
166,0,89.30261426099261,78.25300116570013,259.58234354892465,85.50034870360169,6.484182992824776,82.6010400020029,7.888790845630032,37.98854270102628,77.62007214408779,1,False,False
187,1,89.30447590821827,82.64201826019307,255.12114807336016,96.90557151667916,5.732741764996776,87.42430076993853,7.073731339770545,41.61980741318124,89.24124896213193,0,False,False
178,3,79.94985184195404,80.80686705486217,249.3129057059008,72.1409331972878,6.185054455475909,52.87049489775762,6.947564177396753,71.36793719428836,75.30610822270066,1,True,False
185,1,75.70784887548959,88.06926250702278,228.2588018041364,87.51190023106368,5.8943043630358325,86.42209868872662,6.633582461355818,29.32740354171043,78.56800524562797,0,False,False
179,1,60.748247046534445,83.87988485446573,286.57372044152214,84.97547034390374,5.766051662635561,73.03385335388008,6.667605512270257,61.43896952750614,65.603495020798,0,False,True
174,3,77.22021212815048,69.07079638636674,286.49418654052573,78.1910386982297,5.671366147235142,72.64707931218776,7.916015424382333,62.180319131833365,78.44180340246695,1,False,True
184,0,83.8127102052558,84.18877161105011,238.54454966279803,89.54059018755314,6.500261832187788,79.70850406059736,8.537513408662557,53.097333240450254,69.81695186984113,0,True,False
188,0,82.66517197669816,88.89174772106884,228.2584039393507,89.31106892732365,5.749993058333107,85.13567463967455,7.359919725759616,43.2286961803422,58.47263776059639,1,True,False
175,0,83.971949090993,78.54064865609512,242.70271280893468,83.57375785157761,6.1885621271158495,71.80719757297514,8.401061719838879,51.63592183004938,89.583195799834,1,False,True
180,2,83.33964514383129,84.74813242308919,251.8788698857663,86.73835216325499,6.380147168675689,73.12632143583494,7.574760051471292,50.58665391360434,77.63694919384956,0,True,False
180,3,71.78671847339068,76.40594073827044,272.0630505359826,80.99157348990084,5.775633205147615,60.6275326134531,6.798925460098222,69.15164186456984,89.4461483530122,1,False,True
