Height_cm,Previous_Injury_Count,Knee_Strength_Score,Hamstring_Flexibility,Reaction_Time_ms,Balance_Test_Score,Sprint_Speed_10m_s,Agility_Score,Sleep_Hours_Per_Night,Stress_Level_Score,Nutrition_Quality_Score,Warmup_Routine_Adherence,Position_Goalkeeper,Position_Midfielder
181.0,2.0,71.30395525644684,69.77617475667776,250.7707111848297,88.06043661522047,6.523910596300441,86.42108089137737,5.88443475066266,65.88476175399033,54.311707797334925,0.0,False,False
174.0,1.0,88.04906196322547,85.07377689589576,223.2752491880236,96.25731032038551,6.395611362015889,78.33223108495234,7.108488012912881,41.61677406014134,74.35033110700118,0.0,False,False
183.0,2.0,83.79282497342237,83.45544813614197,260.2561601934097,92.83634502977024,5.619661893176186,86.99909415633137,7.657496794687612,52.1919927442617,85.80431174474857,1.0,False,False
178.0,3.5,69.41292503884851,79.68125173897695,229.61417864650463,81.3670923169799,6.134576514924158,72.68482955584261,7.660245563336487,49.75405291532665,67.99322549742678,0.0,False,False
178.0,0.0,72.73984237749602,71.89521519329891,266.4810558287214,89.63593874234869,5.557853281269185,93.09540768795212,7.56903341647612,47.993509901881495,79.43600971347588,0.0,False,True
184.0,0.0,69.77688476248181,78.78813691062047,229.55936512304493,89.82787532994901,6.235485159713789,75.92009314482148,6.829436357072356,38.583467335308086,86.74206021521327,1.0,False,True
181.0,3.5,71.20229812553788,75.5373045293237,281.4609944367584,84.51460603456044,5.921608912418088,78.06616477447297,7.907138244426039,51.649732785737896,67.32617619064128,1.0,False,True
186.0,0.0,75.30328097686991,76.62644139227743,259.11807084541414,95.3679427333202,6.178641712838077,73.09476117937749,9.076599631570438,53.14316680683588,91.68251662730478,0.0,False,True
185.0,0.0,76.58980040805899,78.12091157878328,226.16474620021737,94.72760779441714,5.78337166456677,90.8567395925811,8.653596549527332,61.80337055588797,88.40401821236004,1.0,False,True
180.0,1.0,84.58096619674436,75.16548066470996,254.7227941317461,79.02516533878325,5.240549564957576,66.98007926309856,6.5857606952396734,65.30999050486933,62.54348554063493,0.0,False,False
184.0,1.0,82.79003062489083,78.47853352280066,248.1397309109114,86.92754103462717,6.611706343260022,82.51653449156586,7.222252454745473,34.617305744153015,72.00343879720516,1.0,False,True
193.0,1.0,77.41995091220676,80.84362087105951,270.802337693832,96.9171709997649,5.322722661082095,86.57505720043936,8.551588768466912,44.819759862529246,75.74176757034203,1.0,False,True
182.0,3.0,68.64417138792058,79.07010184306807,285.8731883722168,84.65664304523567,5.7985365327037375,82.69209139596256,5.701319821915024,77.26555134555089,71.55943725002213,0.0,False,True
169.0,1.0,66.90525503503662,88.80061433304432,250.11343388868485,86.06370074014305,6.0703176369283565,91.16936992596678,7.558439968425767,49.455593846390286,76.34070930887333,1.0,True,False
185.0,1.0,78.08212572876329,86.85924067846295,232.50394996282245,88.54536402919574,6.431362952739787,84.10482586458262,7.478673017582382,43.36121693715701,77.87703856074614,0.0,False,False
174.0,0.0,83.33029154524097,83.05619135230071,262.2000362919424,89.60068465783739,5.510938629317296,88.36722036921041,7.419579494288117,59.57902118091928,78.84635432033552,1.0,False,False
166.0,3.0,81.55895739832121,81.85490488177803,253.3237153230017,78.29437220228596,5.929281172639976,61.30572696348924,8.676324495284264,35.64407513165258,65.92868512260343,1.0,True,False
173.0,2.0,67.78305812608943,75.84590666889584,266.23189185856336,87.92112011330296,6.007028515850307,65.60482938848267,7.372150118516852,62.529866416760015,76.63043678735424,0.0,False,False
181.0,1.0,74.04285928002933,87.16232578857156,221.29282539707287,77.85099626964869,6.565837494999527,90.8452695850021,8.47399037712939,36.03068696819661,74.97283471542818,0.0,True,False
182.0,2.0,69.3911096855197,74.07170687895969,248.1276674620204,90.41434497249736,5.796083353506244,75.26154581958258,5.623468021143095,60.56477664889389,67.54139376601887,0.0,False,True
181.0,2.0,73.91067333895583,77.56646140169914,240.5814539924144,93.81681304122752,5.625487732422252,76.68319041676578,7.554125769479987,53.71777133062498,55.31864031054886,0.0,True,False
187.0,3.5,71.12116193260088,77.36986017189129,242.5551740525118,87.20696305911484,5.673228131113866,68.78875945145246,6.539477960902804,64.27477629507776,74.91179290735707,1.0,False,False
176.0,2.0,82.5697798992762,79.6049895865842,249.35391889025627,71.3053300643159,6.621291489473533,85.91559225281301,7.987978693516032,54.37983872831104,81.98706571763726,1.0,False,False
176.0,1.0,73.52981748609682,80.74697794525794,254.78297615215095,81.23459696006128,5.532755490466763,79.57644212980361,7.358608283757814,54.48589128101055,78.28626697508967,1.0,True,False
178.0,0.0,69.82898399656304,97.78900842661247,245.0665023520525,87.39831240866852,5.932865485536138,77.62171069220194,8.514496263826864,43.80394420518949,87.35576695172554,1.0,True,False
191.0,1.0,78.58922757232459,76.72635501435288,291.77867379012275,87.58798855049851,5.736655423909824,80.78359424054007,7.880427457578214,68.94983122689715,73.91540967887023,1.0,False,False
173.0,2.0,80.93273450592201,76.60683827202321,234.6197035357663,92.97464381275778,6.21288779939697,72.32153732416566,7.823159651279341,36.24544683206301,80.09123388585779,0.0,False,False
168.0,1.0,89.7749690912938,81.00362912977324,258.5271148341673,90.12709945985766,6.222179747415481,81.72820648889753,8.784395797185752,59.258415177578925,68.74537036088944,1.0,False,False
179.0,0.0,75.79845817235322,76.5366695459009,260.4308328287703,71.91701181286969,5.980434712894432,82.06676291380576,6.608687427444734,84.35330805761843,74.59967597723171,1.0,False,False
171.0,1.0,78.68134197118341,80.31999681388066,256.0733849927328,91.02806959913424,5.874260486982364,72.63006668806277,9.695156435355065,62.1787128896357,83.01507282797289,1.0,False,False
178.0,1.0,77.55729090001772,88.06224325295925,221.64483915606667,88.42261930344446,6.046301339556779,74.88913160561962,8.369023230614484,40.84382520921374,75.90863180136539,1.0,False,False
174.0,3.0,58.1536518862052,65.47910315500647,263.929479804845,79.79967553243903,5.77629172037704,99.20945053967944,6.90685738731909,50.75892915297082,69.34332943102176,1.0,True,False
176.0,3.5,78.0538130975063,67.68832434310274,247.88380971222543,69.7596139852615,5.554210881275748,72.89109830330922,8.534030596951325,61.40177792825332,65.66393547431117,0.0,False,False
180.0,2.0,80.9387173367832,80.38517596258,207.6512389179557,99.27661490180704,6.255305803751304,94.19934270913627,7.978665679315751,49.23561473237167,79.405918122368,0.0,False,True
172.0,1.0,65.91593852300791,70.63540880192511,265.4323364252805,84.25616568131959,5.823531217573184,77.18559449427978,6.677853181686465,59.04398770621077,63.633297345436965,0.0,False,True
180.0,1.0,77.92055862565611,78.53780715033882,245.72651712290045,82.01506358660708,6.17716203870599,74.87079036560242,9.094730667390229,67.09272287351874,93.42035411943966,1.0,False,False
159.5,2.0,82.7315095121118,79.2287904687887,245.93550037835783,88.78936875322316,6.191930335311598,69.18291997499456,7.63413646934963,44.4401375749744,75.10670135234888,1.0,False,True
183.0,3.0,65.36177386688558,77.14919159545279,249.80709134149885,79.04132449841815,5.687750606806,74.47977365413638,7.05225382624719,58.69590331270017,74.20635551813099,0.0,False,False
168.0,0.0,86.7381633894154,73.09539937732909,246.43941598126463,87.3053497807524,6.252490837407892,76.13935693175014,7.654343264830602,62.58968187235817,67.12430031708608,0.0,True,False
186.0,2.0,77.0644897841478,75.94363053556577,269.11991825792603,83.4406884700333,5.731208756193826,70.17917629629453,7.229192653844745,43.13280804133722,64.87745688032112,0.0,False,False
174.0,1.0,74.951256347069,78.00203839132728,279.9276077324168,76.28682024917482,5.751568218126823,68.50577613537935,7.430230622787924,82.81627039996371,66.36055335776491,0.0,False,False
188.0,1.0,67.93675795738767,76.30127270132476,269.8112320426947,74.46233350294347,5.661078106044432,74.85710137282152,6.518112677236202,60.33504606398788,59.96323917688603,0.0,False,False
181.0,1.0,78.15519351690719,82.39518837301418,215.95843102909168,84.6478399086931,5.859713558357012,88.01939294670092,7.908924303314345,42.61359605244429,83.81634215157464,1.0,False,False
187.0,2.0,65.95822760970616,80.36154010639403,257.76215144612377,88.11894727376232,6.263074229286763,95.4461610493347,9.03902994362479,51.83914015656866,63.81329551677234,1.0,False,False
175.0,3.0,76.54052348171952,75.99003749132866,258.21344383954,83.35140247862236,5.483337435601666,68.0958524453435,7.0855107808215605,63.469544487718,66.87322486454069,1.0,False,False
178.0,2.0,75.2000910574701,75.41180394303953,247.41771877974367,71.70839075927677,5.999875905283509,79.37017107247323,7.935735405012902,29.67348263913674,69.01163344543001,0.0,True,False
193.0,3.0,71.10234710105547,79.33653632846968,249.85272320015943,87.32034027794256,5.986397955564451,77.82398223598595,7.47897663029469,60.74422640234927,66.2085026935286,0.0,False,False
183.0,0.0,75.07542084468987,77.0378628334828,286.4539573547655,89.09319969439738,5.231949964569795,79.12509752022659,7.222292894499672,48.359540948084685,78.39825845921622,1.0,False,True
188.0,3.0,83.45105900057074,81.3182922666414,247.46689145680477,85.46235440891252,5.489656764625269,89.40471517618944,7.703082929920749,32.05415439398269,72.51877085840262,1.0,False,False
181.0,1.0,77.37496904786939,86.05365612882873,288.54118807900653,77.75377660864223,5.79805669211125,62.83509439121401,6.48004421670499,67.48054624294657,70.29039767137924,0.0,False,True
195.5,1.0,86.24134139251284,80.44922342910611,251.61515967951385,86.26187540900071,6.081444359712593,80.87206551790898,8.520466862229428,54.58636970264524,79.73828284193614,1.0,False,False
165.0,1.0,81.77643695025627,84.16554819497355,242.2978639473547,81.90731198775192,6.136864391821852,84.12515183840021,8.070276970720618,44.73052698790697,74.29549225501172,1.0,True,False
168.0,3.0,67.75924685568084,83.665049875037,273.7521376031149,84.3506160478032,6.087720943126635,83.94301208356227,6.749765839002221,65.09583758544076,70.52549332864375,0.0,False,False
178.0,2.0,78.919034075638,85.04715615080077,247.0439347337563,90.4994636181041,6.799185127181413,82.49357430398848,8.188916466931602,56.429965420314616,74.38936235208111,1.0,False,False
173.0,2.0,57.6260795581685,86.32334173241287,204.1317239037179,85.5207938180939,5.402759812690864,85.71772247277342,6.672772316971624,50.474836627572586,73.61780145933733,1.0,False,False
193.0,1.0,74.21887452227055,82.9771638590512,276.0246505018042,88.72169991318509,6.190783063120076,79.16613809103467,6.365490143972168,76.02775642689781,64.73997909358083,1.0,False,False
176.0,2.0,82.40763397625237,86.5447875875662,242.564713426296,90.15768620819068,6.239074694057227,71.5045304882073,8.100290039344706,45.46977847893151,77.93087434896113,1.0,False,False
178.0,3.5,77.07935035389937,88.75736206194489,259.6000517861236,81.93616822202833,6.166855397068003,96.7662313060926,9.160593377280913,66.63644849706989,99.54290518706813,1.0,True,False
188.0,2.0,68.20101205450614,66.58663601742506,290.75458488037714,84.39546715457453,6.062464084301364,71.03145010033826,8.634447204888968,54.09469369454384,75.13440353616052,1.0,True,False
182.0,3.0,70.88845219030127,85.27331693777239,245.17722153720464,80.11559742556508,5.981012700561335,88.2714065403389,6.287105411270523,69.96882940078928,79.5116128950816,0.0,False,False
